El cliente 357, compra PASTA DE DIENTES, en la caja 2. DIA 1, 48826 segundos
[SALIDA] El Cliente 357, abandona la Caja 2, habiendo pagado 19
El cliente 358, compra ARROZ, en la caja 2. DIA 1, 48918 segundos
El cliente 358, compra YOGURT, en la caja 2. DIA 1, 48930 segundos
El cliente 358, compra AGUA MINERAL, en la caja 2. DIA 1, 48936 segundos
El cliente 358, compra SAL, en la caja 2. DIA 1, 48942 segundos
[SALIDA] El Cliente 358, abandona la Caja 2, habiendo pagado 23
El cliente 359, compra TOALLA NOVA, en la caja 2. DIA 1, 49034 segundos
El cliente 359, compra LECHUGA, en la caja 2. DIA 1, 49037 segundos
El cliente 359, compra TALLARINES, en la caja 2. DIA 1, 49040 segundos
El cliente 359, compra PASTA DE DIENTES, en la caja 2. DIA 1, 49043 segundos
El cliente 359, compra HARINA, en la caja 2. DIA 1, 49046 segundos
[SALIDA] El Cliente 359, abandona la Caja 2, habiendo pagado 13
El cliente 360, compra TOMATE, en la caja 2. DIA 1, 49138 segundos
El cliente 360, compra MANZANA, en la caja 2. DIA 1, 49150 segundos
El cliente 360, compra LECHE, en la caja 2. DIA 1, 49165 segundos
El cliente 360, compra TOALLA NOVA, en la caja 2. DIA 1, 49174 segundos
El cliente 360, compra JUGO, en la caja 2. DIA 1, 49177 segundos
El cliente 360, compra CREMA, en la caja 2. DIA 1, 49183 segundos
El cliente 360, compra LECHUGA, en la caja 2. DIA 1, 49189 segundos
El cliente 360, compra AGUA MINERAL, en la caja 2. DIA 1, 49195 segundos
El cliente 360, compra PAPAS FRITAS, en la caja 2. DIA 1, 49198 segundos
[SALIDA] El Cliente 360, abandona la Caja 2, habiendo pagado 64
[LLEGADA] Cliente 361: Dia 2, segundo 340 ha llegado al Estacionamiento
[LLEGADA] Cliente 362: Dia 2, segundo 716 ha llegado al Estacionamiento
[CAJA] El Cliente 361: entra a la cola de la caja 2 en DIA 2, 761 s, con {'TOMATE': [3, 'VEGETALES FRUTAS'], 'MANZANA': [4, 'VEGETALES FRUTAS'], 'PANTALON': [1, 'ROPA'], 'CARNE': [2, 'ABARROTES'], 'CLORO': [10, 'LIMPIEZA'], 'PAN': [3, 'ABARROTES'], 'ARROZ': [2, 'ABARROTES'], 'TALLARINES': [2, 'ABARROTES'], 'HARINA': [2, 'ABARROTES'], 'SAL': [1, 'ABARROTES']}
[LLEGADA] Cliente 363: Dia 2, segundo 819 ha llegado al Estacionamiento
[LLEGADA] Cliente 364: Dia 2, segundo 848 ha llegado al Estacionamiento
El cliente 361, compra TOMATE, en la caja 2. DIA 2, 859 segundos
El cliente 361, compra MANZANA, en la caja 2. DIA 2, 871 segundos
El cliente 361, compra PANTALON, en la caja 2. DIA 2, 874 segundos
El cliente 361, compra CARNE, en la caja 2. DIA 2, 880 segundos
El cliente 361, compra CLORO, en la caja 2. DIA 2, 910 segundos
El cliente 361, compra PAN, en la caja 2. DIA 2, 919 segundos
El cliente 361, compra ARROZ, en la caja 2. DIA 2, 925 segundos
El cliente 361, compra TALLARINES, en la caja 2. DIA 2, 931 segundos
El cliente 361, compra HARINA, en la caja 2. DIA 2, 937 segundos
El cliente 361, compra SAL, en la caja 2. DIA 2, 940 segundos
[SALIDA] El Cliente 361, abandona la Caja 2, habiendo pagado 93
[CAJA] El Cliente 362: entra a la cola de la caja 2 en DIA 2, 1005 s, con {'BEBIDA': [2, 'BEBESTIBLES'], 'GALLETAS': [1, 'DULCES'], 'TELEVISION': [1, 'ELECTRONICOS'], 'TOSTADORA': [1, 'LBLANCA'], 'TALLARINES': [5, 'ABARROTES'], 'SAL': [2, 'ABARROTES']}
El cliente 362, compra BEBIDA, en la caja 2. DIA 2, 1100 segundos
El cliente 362, compra GALLETAS, en la caja 2. DIA 2, 1103 segundos
El cliente 362, compra TELEVISION, en la caja 2. DIA 2, 1106 segundos
El cliente 362, compra TOSTADORA, en la caja 2. DIA 2, 1109 segundos
[CAJA] El Cliente 363: entra a la cola de la caja 2 en DIA 2, 1119 s, con {'CLORO': [5, 'LIMPIEZA'], 'MANZANA': [7, 'VEGETALES FRUTAS'], 'YOGURT': [1, 'LACTEOS'], 'PASTA DE DIENTES': [2, 'LIMPIEZA'], 'CONSERVAS': [1, 'ABARROTES']}
El cliente 362, compra TALLARINES, en la caja 2. DIA 2, 1124 segundos
El cliente 362, compra SAL, en la caja 2. DIA 2, 1130 segundos
[SALIDA] El Cliente 362, abandona la Caja 2, habiendo pagado 91
[LLEGADA] Cliente 365: Dia 2, segundo 1202 ha llegado al Estacionamiento
El cliente 363, compra CLORO, en la caja 2. DIA 2, 1234 segundos
[CAJA] El Cliente 364: entra a la cola de la caja 2 en DIA 2, 1240 s, con {'MANZANA': [4, 'VEGETALES FRUTAS'], 'QUESO': [4, 'LACTEOS'], 'PASTA DE DIENTES': [2, 'LIMPIEZA'], 'ZAPATOS': [2, 'ROPA'], 'CLORO': [6, 'LIMPIEZA'], 'LECHUGA': [1, 'VEGETALES FRUTAS'], 'CARNE': [1, 'ABARROTES']}
El cliente 363, compra MANZANA, en la caja 2. DIA 2, 1255 segundos
El cliente 363, compra YOGURT, en la caja 2. DIA 2, 1258 segundos
El cliente 363, compra PASTA DE DIENTES, en la caja 2. DIA 2, 1264 segundos
El cliente 363, compra CONSERVAS, en la caja 2. DIA 2, 1267 segundos
[SALIDA] El Cliente 363, abandona la Caja 2, habiendo pagado 48
El cliente 364, compra MANZANA, en la caja 2. DIA 2, 1368 segundos
El cliente 364, compra QUESO, en la caja 2. DIA 2, 1380 segundos
El cliente 364, compra PASTA DE DIENTES, en la caja 2. DIA 2, 1386 segundos
El cliente 364, compra ZAPATOS, en la caja 2. DIA 2, 1392 segundos
[LLEGADA] Cliente 366: Dia 2, segundo 1410 ha llegado al Estacionamiento
El cliente 364, compra CLORO, en la caja 2. DIA 2, 1410 segundos
El cliente 364, compra LECHUGA, en la caja 2. DIA 2, 1413 segundos
El cliente 364, compra CARNE, en la caja 2. DIA 2, 1416 segundos
[SALIDA] El Cliente 364, abandona la Caja 2, habiendo pagado 101
[LLEGADA] Cliente 367: Dia 2, segundo 1430 ha llegado al Estacionamiento
[LLEGADA] Cliente 368: Dia 2, segundo 1453 ha llegado al Estacionamiento
[LLEGADA] Cliente 369: Dia 2, segundo 1555 ha llegado al Estacionamiento
[CAJA] El Cliente 365: entra a la cola de la caja 2 en DIA 2, 1556 s, con {'MANZANA': [6, 'VEGETALES FRUTAS'], 'LECHUGA': [1, 'VEGETALES FRUTAS'], 'BEBIDA': [1, 'BEBESTIBLES'], 'PAPAS FRITAS': [1, 'DULCES'], 'CLORO': [7, 'LIMPIEZA'], 'TOALLA NOVA': [1, 'LIMPIEZA'], 'TALLARINES': [5, 'ABARROTES'], 'HARINA': [1, 'ABARROTES'], 'SAL': [2, 'ABARROTES']}
El cliente 365, compra MANZANA, en la caja 2. DIA 2, 1663 segundos
El cliente 365, compra LECHUGA, en la caja 2. DIA 2, 1666 segundos
El cliente 365, compra BEBIDA, en la caja 2. DIA 2, 1669 segundos
El cliente 365, compra PAPAS FRITAS, en la caja 2. DIA 2, 1672 segundos
El cliente 365, compra CLORO, en la caja 2. DIA 2, 1693 segundos
El cliente 365, compra TOALLA NOVA, en la caja 2. DIA 2, 1696 segundos
El cliente 365, compra TALLARINES, en la caja 2. DIA 2, 1711 segundos
El cliente 365, compra HARINA, en la caja 2. DIA 2, 1714 segundos
El cliente 365, compra SAL, en la caja 2. DIA 2, 1720 segundos
[SALIDA] El Cliente 365, abandona la Caja 2, habiendo pagado 61
[CAJA] El Cliente 366: entra a la cola de la caja 2 en DIA 2, 1776 s, con {'MANZANA': [8, 'VEGETALES FRUTAS'], 'LECHUGA': [2, 'VEGETALES FRUTAS'], 'JUGO': [5, 'BEBESTIBLES'], 'PAN': [5, 'ABARROTES'], 'CLORO': [2, 'LIMPIEZA'], 'TOALLA NOVA': [4, 'LIMPIEZA'], 'TALLARINES': [2, 'ABARROTES'], 'AGUA MINERAL': [2, 'BEBESTIBLES'], 'HARINA': [1, 'ABARROTES']}
[LLEGADA] Cliente 370: Dia 2, segundo 1798 ha llegado al Estacionamiento
[CAJA] El Cliente 368: entra a la cola de la caja 2 en DIA 2, 1811 s, con {'CARNE': [1, 'ABARROTES'], 'QUESO': [3, 'LACTEOS'], 'CONSERVAS': [3, 'ABARROTES'], 'PASTA DE DIENTES': [2, 'LIMPIEZA'], 'CLORO': [3, 'LIMPIEZA'], 'ZAPATOS': [2, 'ROPA'], 'ARROZ': [3, 'ABARROTES'], 'HARINA': [1, 'ABARROTES']}
[CAJA] El Cliente 369: entra a la cola de la caja 2 en DIA 2, 1838 s, con {'TALLARINES': [1, 'ABARROTES'], 'QUESO': [4, 'LACTEOS'], 'CARNE': [1, 'ABARROTES'], 'CLORO': [1, 'LIMPIEZA'], 'YOGURT': [2, 'LACTEOS'], 'HARINA': [2, 'ABARROTES']}
[CAJA] El Cliente 367: entra a la cola de la caja 2 en DIA 2, 1863 s, con {'TOMATE': [8, 'VEGETALES FRUTAS'], 'LECHUGA': [2, 'VEGETALES FRUTAS'], 'BEBIDA': [1, 'BEBESTIBLES'], 'JUGO': [2, 'BEBESTIBLES'], 'PAN': [20, 'ABARROTES']}
El cliente 366, compra MANZANA, en la caja 2. DIA 2, 1889 segundos
El cliente 366, compra LECHUGA, en la caja 2. DIA 2, 1895 segundos
El cliente 366, compra JUGO, en la caja 2. DIA 2, 1910 segundos
El cliente 366, compra PAN, en la caja 2. DIA 2, 1925 segundos
El cliente 366, compra CLORO, en la caja 2. DIA 2, 1931 segundos
El cliente 366, compra TOALLA NOVA, en la caja 2. DIA 2, 1943 segundos
El cliente 366, compra TALLARINES, en la caja 2. DIA 2, 1949 segundos
El cliente 366, compra AGUA MINERAL, en la caja 2. DIA 2, 1955 segundos
El cliente 366, compra HARINA, en la caja 2. DIA 2, 1958 segundos
[SALIDA] El Cliente 366, abandona la Caja 2, habiendo pagado 58
[LLEGADA] Cliente 371: Dia 2, segundo 1959 ha llegado al Estacionamiento
El cliente 368, compra CARNE, en la caja 2. DIA 2, 2050 segundos
El cliente 368, compra QUESO, en la caja 2. DIA 2, 2059 segundos
El cliente 368, compra CONSERVAS, en la caja 2. DIA 2, 2068 segundos
El cliente 368, compra PASTA DE DIENTES, en la caja 2. DIA 2, 2074 segundos
El cliente 368, compra CLORO, en la caja 2. DIA 2, 2083 segundos
El cliente 368, compra ZAPATOS, en la caja 2. DIA 2, 2089 segundos
El cliente 368, compra ARROZ, en la caja 2. DIA 2, 2098 segundos
El cliente 368, compra HARINA, en la caja 2. DIA 2, 2101 segundos
[SALIDA] El Cliente 368, abandona la Caja 2, habiendo pagado 116
[LLEGADA] Cliente 372: Dia 2, segundo 2177 ha llegado al Estacionamiento
[LLEGADA] Cliente 373: Dia 2, segundo 2182 ha llegado al Estacionamiento
El cliente 369, compra TALLARINES, en la caja 2. DIA 2, 2193 segundos
El cliente 369, compra QUESO, en la caja 2. DIA 2, 2205 segundos
El cliente 369, compra CARNE, en la caja 2. DIA 2, 2208 segundos
El cliente 369, compra CLORO, en la caja 2. DIA 2, 2211 segundos
El cliente 369, compra YOGURT, en la caja 2. DIA 2, 2217 segundos
El cliente 369, compra HARINA, en la caja 2. DIA 2, 2223 segundos
[SALIDA] El Cliente 369, abandona la Caja 2, habiendo pagado 40
[CAJA] El Cliente 370: entra a la cola de la caja 2 en DIA 2, 2233 s, con {'TOALLA NOVA': [5, 'LIMPIEZA'], 'MANZANA': [2, 'VEGETALES FRUTAS'], 'LECHUGA': [1, 'VEGETALES FRUTAS'], 'LECHE': [7, 'LACTEOS'], 'PASTA DE DIENTES': [1, 'LIMPIEZA'], 'PAN': [3, 'ABARROTES'], 'ARROZ': [3, 'ABARROTES'], 'YOGURT': [3, 'LACTEOS'], 'CARNE': [2, 'ABARROTES'], 'SAL': [1, 'ABARROTES']}
El cliente 367, compra TOMATE, en la caja 2. DIA 2, 2336 segundos
[CAJA] El Cliente 371: entra a la cola de la caja 2 en DIA 2, 2339 s, con {'CARNE': [2, 'ABARROTES'], 'BEBIDA': [1, 'BEBESTIBLES'], 'CONSERVAS': [2, 'ABARROTES'], 'CLORO': [1, 'LIMPIEZA'], 'PAN': [8, 'ABARROTES'], 'ZAPATOS': [1, 'ROPA'], 'TOALLA NOVA': [4, 'LIMPIEZA'], 'LECHUGA': [2, 'VEGETALES FRUTAS'], 'HARINA': [2, 'ABARROTES']}
El cliente 367, compra LECHUGA, en la caja 2. DIA 2, 2342 segundos
El cliente 367, compra BEBIDA, en la caja 2. DIA 2, 2345 segundos
El cliente 367, compra JUGO, en la caja 2. DIA 2, 2351 segundos
El cliente 367, compra PAN, en la caja 2. DIA 2, 2411 segundos
[SALIDA] El Cliente 367, abandona la Caja 2, habiendo pagado 47
[LLEGADA] Cliente 374: Dia 2, segundo 2443 ha llegado al Estacionamiento
[LLEGADA] Cliente 375: Dia 2, segundo 2470 ha llegado al Estacionamiento
[CAJA] El Cliente 373: entra a la cola de la caja 2 en DIA 2, 2476 s, con {'CLORO': [5, 'LIMPIEZA'], 'MANZANA': [6, 'VEGETALES FRUTAS'], 'YOGURT': [4, 'LACTEOS'], 'CONSERVAS': [1, 'ABARROTES']}
El cliente 370, compra TOALLA NOVA, en la caja 2. DIA 2, 2515 segundos
El cliente 370, compra MANZANA, en la caja 2. DIA 2, 2521 segundos
El cliente 370, compra LECHUGA, en la caja 2. DIA 2, 2524 segundos
El cliente 370, compra LECHE, en la caja 2. DIA 2, 2545 segundos
[LLEGADA] Cliente 376: Dia 2, segundo 2547 ha llegado al Estacionamiento
El cliente 370, compra PASTA DE DIENTES, en la caja 2. DIA 2, 2548 segundos
[LLEGADA] Cliente 377: Dia 2, segundo 2550 ha llegado al Estacionamiento
El cliente 370, compra PAN, en la caja 2. DIA 2, 2557 segundos
El cliente 370, compra ARROZ, en la caja 2. DIA 2, 2566 segundos
El cliente 370, compra YOGURT, en la caja 2. DIA 2, 2575 segundos
El cliente 370, compra CARNE, en la caja 2. DIA 2, 2581 segundos
El cliente 370, compra SAL, en la caja 2. DIA 2, 2584 segundos
[SALIDA] El Cliente 370, abandona la Caja 2, habiendo pagado 68
[CAJA] El Cliente 372: entra a la cola de la caja 2 en DIA 2, 2599 s, con {'TALLARINES': [3, 'ABARROTES'], 'LECHE': [1, 'LACTEOS'], 'PASTA DE DIENTES': [2, 'LIMPIEZA'], 'PAN': [17, 'ABARROTES'], 'ARROZ': [2, 'ABARROTES'], 'YOGURT': [5, 'LACTEOS'], 'CARNE': [5, 'ABARROTES']}
[LLEGADA] Cliente 378: Dia 2, segundo 2664 ha llegado al Estacionamiento
El cliente 371, compra CARNE, en la caja 2. DIA 2, 2679 segundos
El cliente 371, compra BEBIDA, en la caja 2. DIA 2, 2682 segundos
El cliente 371, compra CONSERVAS, en la caja 2. DIA 2, 2688 segundos
El cliente 371, compra CLORO, en la caja 2. DIA 2, 2691 segundos
[LLEGADA] Cliente 379: Dia 2, segundo 2708 ha llegado al Estacionamiento
El cliente 371, compra PAN, en la caja 2. DIA 2, 2715 segundos
El cliente 371, compra ZAPATOS, en la caja 2. DIA 2, 2718 segundos
El producto CLORO se agoto, Dia 2, segundo 2719
El cliente 371, compra TOALLA NOVA, en la caja 2. DIA 2, 2730 segundos
El cliente 371, compra LECHUGA, en la caja 2. DIA 2, 2736 segundos
[CAJA] El Cliente 374: entra a la cola de la caja 2 en DIA 2, 2737 s, con {'ZAPATOS': [1, 'ROPA'], 'ARROZ': [2, 'ABARROTES'], 'TALLARINES': [4, 'ABARROTES'], 'CARNE': [5, 'ABARROTES'], 'PAN': [6, 'ABARROTES']}
El cliente 371, compra HARINA, en la caja 2. DIA 2, 2742 segundos
[SALIDA] El Cliente 371, abandona la Caja 2, habiendo pagado 82
[LLEGADA] Cliente 380: Dia 2, segundo 2801 ha llegado al Estacionamiento
El cliente 373, compra CLORO, en la caja 2. DIA 2, 2846 segundos
[CAJA] El Cliente 376: entra a la cola de la caja 2 en DIA 2, 2856 s, con {'TALLARINES': [4, 'ABARROTES'], 'CARNE': [2, 'ABARROTES'], 'TOALLA NOVA': [3, 'LIMPIEZA'], 'CREMA': [3, 'LIMPIEZA'], 'ARROZ': [2, 'ABARROTES'], 'YOGURT': [5, 'LACTEOS'], 'CONSERVAS': [2, 'ABARROTES']}
El cliente 373, compra MANZANA, en la caja 2. DIA 2, 2864 segundos
El cliente 373, compra YOGURT, en la caja 2. DIA 2, 2876 segundos
El cliente 373, compra CONSERVAS, en la caja 2. DIA 2, 2879 segundos
[SALIDA] El Cliente 373, abandona la Caja 2, habiendo pagado 49
[CAJA] El Cliente 377: entra a la cola de la caja 2 en DIA 2, 2941 s, con {'PAN': [18, 'ABARROTES'], 'PAPAS FRITAS': [2, 'DULCES'], 'ARROZ': [3, 'ABARROTES'], 'VINO': [1, 'ALCOHOL'], 'LECHUGA': [1, 'VEGETALES FRUTAS'], 'CARNE': [4, 'ABARROTES']}
El cliente 372, compra TALLARINES, en la caja 2. DIA 2, 2977 segundos
El cliente 372, compra LECHE, en la caja 2. DIA 2, 2980 segundos
El cliente 372, compra PASTA DE DIENTES, en la caja 2. DIA 2, 2986 segundos
El cliente 372, compra PAN, en la caja 2. DIA 2, 3037 segundos
[CAJA] El Cliente 375: entra a la cola de la caja 2 en DIA 2, 3038 s, con {'MANZANA': [5, 'VEGETALES FRUTAS'], 'TALLARINES': [3, 'ABARROTES'], 'PASTA DE DIENTES': [1, 'LIMPIEZA'], 'JUGO': [5, 'BEBESTIBLES'], 'PAN': [16, 'ABARROTES'], 'HARINA': [2, 'ABARROTES'], 'LECHE': [10, 'LACTEOS'], 'PAPAS FRITAS': [2, 'DULCES'], 'CLORO': [2, 'LIMPIEZA'], 'CERVEZA': [1, 'ALCOHOL'], 'CARNE': [1, 'ABARROTES'], 'GALLETAS': [2, 'DULCES']}
El cliente 372, compra ARROZ, en la caja 2. DIA 2, 3043 segundos
[CAJA] El Cliente 379: entra a la cola de la caja 2 en DIA 2, 3054 s, con {'MANZANA': [5, 'VEGETALES FRUTAS'], 'CLORO': [8, 'LIMPIEZA'], 'JUGO': [1, 'BEBESTIBLES'], 'TELEVISION': [1, 'ELECTRONICOS'], 'TOALLA NOVA': [2, 'LIMPIEZA'], 'YOGURT': [4, 'LACTEOS'], 'LECHE': [5, 'LACTEOS']}
El cliente 372, compra YOGURT, en la caja 2. DIA 2, 3058 segundos
El cliente 372, compra CARNE, en la caja 2. DIA 2, 3073 segundos
[SALIDA] El Cliente 372, abandona la Caja 2, habiendo pagado 77
[CAJA] El Cliente 378: entra a la cola de la caja 2 en DIA 2, 3091 s, con {'QUESO': [5, 'LACTEOS'], 'PAN': [13, 'ABARROTES'], 'TOALLA NOVA': [5, 'LIMPIEZA'], 'TALLARINES': [5, 'ABARROTES'], 'CARNE': [1, 'ABARROTES'], 'SAL': [1, 'ABARROTES']}
El cliente 374, compra ZAPATOS, en la caja 2. DIA 2, 3165 segundos
El cliente 374, compra ARROZ, en la caja 2. DIA 2, 3171 segundos
[CAJA] El Cliente 380: entra a la cola de la caja 2 en DIA 2, 3178 s, con {'CARNE': [1, 'ABARROTES'], 'TOALLA NOVA': [3, 'LIMPIEZA'], 'PAN': [12, 'ABARROTES'], 'ARROZ': [2, 'ABARROTES'], 'YOGURT': [1, 'LACTEOS'], 'HARINA': [1, 'ABARROTES'], 'SAL': [1, 'ABARROTES']}
El cliente 374, compra TALLARINES, en la caja 2. DIA 2, 3183 segundos
El cliente 374, compra CARNE, en la caja 2. DIA 2, 3198 segundos
El cliente 374, compra PAN, en la caja 2. DIA 2, 3216 segundos
[SALIDA] El Cliente 374, abandona la Caja 2, habiendo pagado 65
[LLEGADA] Cliente 381: Dia 2, segundo 3284 ha llegado al Estacionamiento
El cliente 376, compra TALLARINES, en la caja 2. DIA 2, 3317 segundos
El cliente 376, compra CARNE, en la caja 2. DIA 2, 3323 segundos
El cliente 376, compra TOALLA NOVA, en la caja 2. DIA 2, 3332 segundos
El cliente 376, compra CREMA, en la caja 2. DIA 2, 3341 segundos
El cliente 376, compra ARROZ, en la caja 2. DIA 2, 3347 segundos
El cliente 376, compra YOGURT, en la caja 2. DIA 2, 3362 segundos
El cliente 376, compra CONSERVAS, en la caja 2. DIA 2, 3368 segundos
[SALIDA] El Cliente 376, abandona la Caja 2, habiendo pagado 95
[LLEGADA] Cliente 382: Dia 2, segundo 3375 ha llegado al Estacionamiento
El cliente 377, compra PAN, en la caja 2. DIA 2, 3511 segundos
El cliente 377, compra PAPAS FRITAS, en la caja 2. DIA 2, 3517 segundos
El cliente 377, compra ARROZ, en la caja 2. DIA 2, 3526 segundos
El cliente 377, compra VINO, en la caja 2. DIA 2, 3529 segundos
El cliente 377, compra LECHUGA, en la caja 2. DIA 2, 3532 segundos
El cliente 377, compra CARNE, en la caja 2. DIA 2, 3544 segundos
[SALIDA] El Cliente 377, abandona la Caja 2, habiendo pagado 66
[LLEGADA] Cliente 383: Dia 2, segundo 3630 ha llegado al Estacionamiento
El cliente 375, compra MANZANA, en la caja 2. DIA 2, 3648 segundos
El cliente 375, compra TALLARINES, en la caja 2. DIA 2, 3657 segundos
El cliente 375, compra PASTA DE DIENTES, en la caja 2. DIA 2, 3660 segundos
El cliente 375, compra JUGO, en la caja 2. DIA 2, 3675 segundos
[CAJA] El Cliente 381: entra a la cola de la caja 2 en DIA 2, 3681 s, con {'MANZANA': [4, 'VEGETALES FRUTAS'], 'CARNE': [5, 'ABARROTES'], 'JUGO': [5, 'BEBESTIBLES'], 'PAN': [7, 'ABARROTES'], 'TOALLA NOVA': [2, 'LIMPIEZA'], 'LECHUGA': [1, 'VEGETALES FRUTAS'], 'AGUA MINERAL': [1, 'BEBESTIBLES'], 'LECHE': [3, 'LACTEOS']}
[CAJA] El Cliente 382: entra a la cola de la caja 2 en DIA 2, 3698 s, con {'MANZANA': [4, 'VEGETALES FRUTAS'], 'JUGO': [4, 'BEBESTIBLES'], 'LAVADORA': [1, 'LBLANCA'], 'TOSTADORA': [1, 'LBLANCA'], 'LECHUGA': [1, 'VEGETALES FRUTAS'], 'BOMBONES': [1, 'DULCES'], 'HARINA': [2, 'ABARROTES'], 'SAL': [2, 'ABARROTES']}
El cliente 375, compra PAN, en la caja 2. DIA 2, 3723 segundos
El cliente 375, compra HARINA, en la caja 2. DIA 2, 3729 segundos
El cliente 375, compra LECHE, en la caja 2. DIA 2, 3759 segundos
El cliente 375, compra PAPAS FRITAS, en la caja 2. DIA 2, 3765 segundos
El cliente 375, compra CLORO, en la caja 2. DIA 2, 3771 segundos
El cliente 375, compra CERVEZA, en la caja 2. DIA 2, 3774 segundos
El cliente 375, compra CARNE, en la caja 2. DIA 2, 3777 segundos
El cliente 375, compra GALLETAS, en la caja 2. DIA 2, 3783 segundos
[SALIDA] El Cliente 375, abandona la Caja 2, habiendo pagado 96
[LLEGADA] Cliente 384: Dia 2, segundo 3786 ha llegado al Estacionamiento
[LLEGADA] Cliente 385: Dia 2, segundo 3871 ha llegado al Estacionamiento
El cliente 379, compra MANZANA, en la caja 2. DIA 2, 3887 segundos
El cliente 379, compra CLORO, en la caja 2. DIA 2, 3911 segundos
El cliente 379, compra JUGO, en la caja 2. DIA 2, 3914 segundos
El cliente 379, compra TELEVISION, en la caja 2. DIA 2, 3917 segundos
El cliente 379, compra TOALLA NOVA, en la caja 2. DIA 2, 3923 segundos
El cliente 379, compra YOGURT, en la caja 2. DIA 2, 3935 segundos
El cliente 379, compra LECHE, en la caja 2. DIA 2, 3950 segundos
[SALIDA] El Cliente 379, abandona la Caja 2, habiendo pagado 111
El cliente 378, compra QUESO, en la caja 2. DIA 2, 4054 segundos
[LLEGADA] Cliente 386: Dia 2, segundo 4071 ha llegado al Estacionamiento
[CAJA] El Cliente 383: entra a la cola de la caja 2 en DIA 2, 4080 s, con {'PASTA DE DIENTES': [1, 'LIMPIEZA'], 'MANZANA': [1, 'VEGETALES FRUTAS'], 'BEBIDA': [2, 'BEBESTIBLES'], 'CARNE': [2, 'ABARROTES'], 'JUGO': [2, 'BEBESTIBLES'], 'PAN': [18, 'ABARROTES'], 'CREMA': [2, 'LIMPIEZA'], 'LECHUGA': [1, 'VEGETALES FRUTAS'], 'POLERA': [3, 'ROPA'], 'CONSERVAS': [3, 'ABARROTES']}
El cliente 378, compra PAN, en la caja 2. DIA 2, 4093 segundos
El cliente 378, compra TOALLA NOVA, en la caja 2. DIA 2, 4108 segundos
[CAJA] El Cliente 384: entra a la cola de la caja 2 en DIA 2, 4113 s, con {'TOMATE': [2, 'VEGETALES FRUTAS'], 'CARNE': [3, 'ABARROTES'], 'PASTA DE DIENTES': [1, 'LIMPIEZA'], 'TOALLA NOVA': [2, 'LIMPIEZA'], 'ARROZ': [3, 'ABARROTES'], 'RON': [1, 'ALCOHOL'], 'AGUA MINERAL': [1, 'BEBESTIBLES'], 'PAPAS FRITAS': [2, 'DULCES']}
El cliente 378, compra TALLARINES, en la caja 2. DIA 2, 4123 segundos
El cliente 378, compra CARNE, en la caja 2. DIA 2, 4126 segundos
[LLEGADA] Cliente 387: Dia 2, segundo 4129 ha llegado al Estacionamiento
El cliente 378, compra SAL, en la caja 2. DIA 2, 4129 segundos
[SALIDA] El Cliente 378, abandona la Caja 2, habiendo pagado 65
[LLEGADA] Cliente 388: Dia 2, segundo 4169 ha llegado al Estacionamiento
[CAJA] El Cliente 385: entra a la cola de la caja 2 en DIA 2, 4214 s, con {'TOALLA NOVA': [3, 'LIMPIEZA'], 'LECHUGA': [2, 'VEGETALES FRUTAS'], 'CARNE': [1, 'ABARROTES'], 'LECHE': [3, 'LACTEOS'], 'PAN': [10, 'ABARROTES'], 'ARROZ': [2, 'ABARROTES'], 'YOGURT': [1, 'LACTEOS'], 'HARINA': [1, 'ABARROTES']}
El cliente 380, compra CARNE, en la caja 2. DIA 2, 4221 segundos
El cliente 380, compra TOALLA NOVA, en la caja 2. DIA 2, 4230 segundos
[CAJA] El Cliente 386: entra a la cola de la caja 2 en DIA 2, 4256 s, con {'SAL': [1, 'ABARROTES'], 'PAN': [3, 'ABARROTES']}
El cliente 380, compra PAN, en la caja 2. DIA 2, 4266 segundos
El cliente 380, compra ARROZ, en la caja 2. DIA 2, 4272 segundos
El cliente 380, compra YOGURT, en la caja 2. DIA 2, 4275 segundos
El cliente 380, compra HARINA, en la caja 2. DIA 2, 4278 segundos
El cliente 380, compra SAL, en la caja 2. DIA 2, 4281 segundos
[SALIDA] El Cliente 380, abandona la Caja 2, habiendo pagado 36
El cliente 381, compra MANZANA, en la caja 2. DIA 2, 4382 segundos
El cliente 381, compra CARNE, en la caja 2. DIA 2, 4397 segundos
El cliente 381, compra JUGO, en la caja 2. DIA 2, 4412 segundos
El cliente 381, compra PAN, en la caja 2. DIA 2, 4433 segundos
El cliente 381, compra TOALLA NOVA, en la caja 2. DIA 2, 4439 segundos
El cliente 381, compra LECHUGA, en la caja 2. DIA 2, 4442 segundos
El cliente 381, compra AGUA MINERAL, en la caja 2. DIA 2, 4445 segundos
El cliente 381, compra LECHE, en la caja 2. DIA 2, 4454 segundos
[SALIDA] El Cliente 381, abandona la Caja 2, habiendo pagado 61
El cliente 382, compra MANZANA, en la caja 2. DIA 2, 4555 segundos
El cliente 382, compra JUGO, en la caja 2. DIA 2, 4567 segundos
El cliente 382, compra LAVADORA, en la caja 2. DIA 2, 4570 segundos
El cliente 382, compra TOSTADORA, en la caja 2. DIA 2, 4573 segundos
El cliente 382, compra LECHUGA, en la caja 2. DIA 2, 4576 segundos
El cliente 382, compra BOMBONES, en la caja 2. DIA 2, 4579 segundos
El cliente 382, compra HARINA, en la caja 2. DIA 2, 4585 segundos
